access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr 
public,24 hours daily,,,2020-04-04,,ELEC,Public,143201,,,E,2600 6TH AVE,888-758-4389,2020-04-04T09:19:44Z,,200-9,42.741954,-73.682685,Troy,"CHARGEPOINT 1; Back of Building
CHARGEPOINT 2; Back of Building
CHARGEPOINT 3; Back of Building
CHARGEPOINT 4; Back of Building
CHARGEPOINT 5; Back of Building",,NY,2600 6th Ave,12180,US,,,,,,,,,,,['J1772'],,,10,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $25 per additional hour, $1.78 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1856181', '1:1856201', '1:1856211', '1:1856221', '1:1856261'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143209,,,E,RXR REALTY,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.7253379,-73.593701,Uniondale,OMNI,,NY,333 Earle Ovington Blvd,11553,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Pricing is by session. $2.45 per session,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1854791'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143218,,,E,COLACINO INUSTR,888-758-4389,2020-04-04T09:19:44Z,,200-9,43.049716,-77.093434,Newark,"COLACINO 1; Off Harrison St, in front of Colacino Industries
COLACINO 2; Off Harrison St in front of Colacino Industries
COLACINO 3; Off Harrison St in front of Colacino Industries
COLACINO 4; Colacino Industries",,NY,126 Harrison St,14513,US,,,,,,,,,,,['J1772'],,,8,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1853661', '1:1853671', '1:1853681', '1:1853701'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143224,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.731922,-73.724144,Watervliet,BLDG 6 #8,,NY,913 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1851521'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143229,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.73143,-73.72433,Watervliet,BLDG 11 #9,,NY,8 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1850521'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143241,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.733166,-73.727295,Watervliet,BLDG 21 #4,,NY,2101 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1847431'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143243,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.731262,-73.72642,Watervliet,BLDG 17 #11,,NY,1701 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1847371'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143244,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,200-9,42.732747,-73.727052,Watervliet,"BLDG 19 #12
BLDG 22 #2",,NY,1901 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1845961', '1:1847331'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143251,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.732864,-73.72669,Watervliet,BLDG 19 #13,,NY,1601 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1846251'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143272,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.73454,-73.72825,Watervliet,BLDG 25 #1,,NY,2507 Brooke Cir,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1843961'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143287,,,E,TOM,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.9430744,-73.741147,Mamaroneck,TOWN CENTER; Near Town Offices Entrance ,,NY,740 W Boston Post Rd,10543,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1841551'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143298,,,E,LIVEWIRE,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.6659606,-73.5369125,Bellmore,DCFAST HOG OUT; Outside - Customer facing,,NY,2428 Sunrise Hwy,11710,US,,,,,,,,,,,['J1772COMBO'],1,,,ChargePoint Network,http://www.chargepoint.com/,,$0.16 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1838041'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143300,,,E,MUNICIPAL BLDG,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.19167,-73.88247,Croton-on-Hudson,TRAIN STATION 1; Train stain parking lot,,NY,2 Veterans Plaza,10520,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,$0.22 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1837861'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143319,,,E,EMPIRE H-D,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.8982263,-73.792186,New Rochelle,DCFAST HOG,,NY,8 Industrial Ln,10805,US,,,,,,,,,,,['J1772COMBO'],1,,,ChargePoint Network,http://www.chargepoint.com/,,$0.18 per kWh,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1833921'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143322,,,E,WARREN TIRE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.831394,-73.73806,Halfmoon,WT HALFMOON 1; -,,NY,159 stone quarry rd,12065,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1833021'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143363,,,E,PET PARTNERS #1,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.020405,-73.84082,Ballston Spa,PET PARTNERS 1,,NY,365 Saratoga Ave,12020,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1825091'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143377,,,E,VOEASTROCHESTER,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.112972,-77.485756,East Rochester,EAST ROCH GW1; Behind village office next to police parking.,,NY,120 W Commercial St,14445,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1820721'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143390,,,E,WARREN TIRE,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.328762,-73.666275,Queensbury,WT QUEENBSURY 1; Near garage on right ,,NY,14 Lafayette Street,12804,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1819081'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143426,,,E,RAD THERAPY,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.857956,-73.389824,Greenlawn,PULASKI ROAD; -,,NY,270 Pulaski Rd,11740,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour from 8:00 AM to 5:00 PM, $0.35 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1812051'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143433,,,E,BA #1,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.756546,-73.82011,Latham,7 AIRPORT PARK,,NY,7 Airport Park Blvd,12110,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 5 hours, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1808541'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143437,,,E,BA #1,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.761303,-73.81754,Latham,11 BRITISH AMER,,NY,11 British American Blvd,12110,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 5 hours, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1808301'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143440,,,E,BA #1,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.762638,-73.822044,Latham,29 BRITISH AMER,,NY,29 British American Blvd,12110,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 5 hours, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1808241'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143441,,,E,BA #1,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.768475,-73.82226,Latham,40BRITISH AMER,,NY,40 British American Blvd,12110,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 5 hours, and $5 per additional hour, $0.15 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1808061'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143464,,,E,VANKLEECKS TIRE,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.991154,-73.98686,Lake Katrine,VANLKEECKS TIRE,,NY,1987 Ulster Ave,12449,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour for the first 4 hours, and $5 per additional hour, $0.25 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1804231'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143486,,,E,CT4020-HD-GW,888-758-4389,2020-04-04T09:19:44Z,,GPS,44.215187,-73.59424,Elizabethtown,COURT LOT,,NY,7559 Court St,12932,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1797481'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143493,,,E,HYATT POUGHKEPS,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.63666,-73.91962,Poughkeepsie,HYATT POUGHKEPS,,NY,2165 South Rd,12601,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1795641'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143494,,,E,RRH,888-758-4389,2020-04-04T09:19:44Z,,200-9,43.197839,-77.577747,Rochester,"RIEDMAN CTR GW1; Right side of bldg as you face the front
RIEDMAN CTR NG1
RIEDMAN CTR NG2; Right side of bldg as you face the front
RIEDMAN CTR NG3; Right side of bldg as you face the front
RIEDMAN CTR NG5; Right side of bldg as you face the front
RIEDMAN CTR NG6; Right side of bldg as you face the front",,NY,1455 East Ridge Road,14621,US,,,,,,,,,,,['J1772'],,,11,ChargePoint Network,http://www.chargepoint.com/,,"$0.15 per kWh, minimum payment of $0.15",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1792411', '1:1795561', '1:1795581', '1:1795591', '1:1795601', '1:1795611'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143566,,,E,SUNFLOWER,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.0391122,-74.1134256,Woodstock,MARKET,,NY,75 Mill Hill Rd,12498,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,$0.75 per hour,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1700821'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143572,,,E,BURNS MGT,888-758-4389,2020-04-04T09:19:44Z,,200-8,43.093059,-73.74364,Saratoga Springs,"THE SPRINGS #2; -
THE SPRINGS #3; -
THE SPRINGS #4; -
THE SPRINGS#1; -",,NY,60 Weibel Ave,12866,US,,,,,,,,,,,['J1772'],,,8,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1692371', '1:1692511', '1:1694581', '1:1694641'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143573,,,E,BURNS MGT,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.094795,-73.743675,Saratoga Springs,THE SPRINGS #5; -,,NY,74 Weibel Ave,12866,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1694621'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143578,,,E,RPI 1,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.731358,-73.669075,Troy,B-LOT,,NY,71 Albright Ct,12180,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:814171'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143586,,,E,BURNS MGT,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.0662589,-73.7807571,Saratoga Springs,WHITMORE #1,,NY,151 Jefferson St,12866,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:802281'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143589,,,E,MOREHEADHONDA,888-758-4389,2020-04-04T09:19:44Z,,GPS,41.5023939,-74.0662393,Newburgh,SHOP 02; Exterior,,NY,1000 Auto Park Pl,12550,US,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:785551'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143591,,,E,ERLOWEST,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.447598,-73.69586,Lake George,ERLOWEST #2,,NY,Erlowest,12845,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:781961'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143599,,,E,NAT GRID WRKPLC,888-758-4389,2020-04-04T09:19:44Z,,200-8,40.718941,-73.928858,East Williamsburg,"GREENPOINT 1; National Grid Greenpoint
GREENPOINT 2
GREENPOINT 3",,NY,365 Maspeth Ave,11211,US,,,,,,,,,,,['J1772'],,,6,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:737761', '1:740491', '1:740501'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143604,,,E,ERLOWEST,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.447617,-73.69569,Lake George,ERLOWEST #1,,NY,3178 Lake Shore Drive,12845,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:716241'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143658,,,E,STONY BROOK UNV,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.9041327,-73.1349296,Stony Brook,AERTC 4; -,,NY,1000 Innovation Road,11794,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on an hourly rate. $1 per hour, minimum payment of $1",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:212199'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143691,,,E,VALET,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.8224357,-73.9369217,Schenectady,"205_206; VALET PARKING
207_208; VALET PARKING
209_210; VALET PARKING",,NY,1 Rush St,12305,US,,,,,,,,,,,['J1772'],,,6,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:113747', '1:116675', '1:117163'], 'ports': ['1', '2']}"
public,24 hours daily,,,2019-09-09,,ELEC,Public,143787,2019-08-08,LG,E,City of Poughkeepsie - Duro Parking Lot,845-451-4120,2020-01-21T18:34:38Z,PARKING_LOT,200-9,41.704941,-73.930601,Poughkeepsie,,,NY,197 Main St,12601,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,$1.50 per hour,,,,,,,,,,,,,,,,Public,
public,24 hours daily,,,2019-12-12,,ELEC,Public,143788,2019-08-08,LG,E,City of Plattsburgh - City Hall,518-563-7702,2020-01-21T18:34:38Z,MUNI_GOV,200-9,44.69926,-73.452022,Plattsburgh,,,NY,41 City Hall Pl,12901,US,,,,,,,,,,,['J1772'],,,1,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,
private,Employee Use Only,,,2020-03-03,,ELEC,Private,143804,2013-07-01,P,E,MetLife - Oriskany,,2020-03-03T21:13:47Z,OFFICE_BLDG,200-9,43.149345,-75.373784,Oriskany,,,NY,5950 Airport Rd,13424,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
private,Employee Use Only,,,2020-03-03,,ELEC,Private,143807,2013-07-01,P,E,MetLife - Troy,,2020-03-03T21:13:47Z,OFFICE_BLDG,200-9,42.684623,-73.696411,Troy,,,NY,500 Jordan Rd,12180,US,,,,,,,,,,,['J1772'],,,2,Non-Networked,,,,,,,,,,,,,,,,,,,Privé,
public,24 hours daily,,,2020-04-04,,ELEC,Public,143877,,,E,TOM,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.9329172,-73.7613634,Larchmont,PARKING DECK,,NY,175 myrtle blvd,10538,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1866401'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,143920,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.73302,-73.72589,Watervliet,BERYL WAY 5; Next to building 2,,NY,136 Troy Schdy Rd,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1874241'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,144059,,,E,"Walmart 2152 - Albany, NY",833-632-2778,2020-04-04T10:09:05Z,,GPS,42.69456,-73.848436,Albany,,,NY,141 Washington Ave. EXT,12205,US,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",6,,,Electrify America,https://www.electrifyamerica.com/,,,,,,,,,,,,,,,,,,Public,,"{'station': ['244'], 'posts': ['100285-01', '100285-02', '100285-03', '100285-04', '100285-05', '100285-06']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,144069,,,E,133-59 Roosevelt Ave Parking Garage,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.85453,-73.832309,Flushing,,,NY,133-59 Roosevelt Ave,11354,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.41 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['374352'], 'posts': ['37238']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,144095,,,E,444 Kent Avenue,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.709168,-73.968491,Brooklyn,"Attendant will assist in charging 
vehicle.  Parking rates apply. Inquire 
within.
",,NY,444 Kent Avenue,11211,US,,,,,,,,,,,['J1772'],,,2,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['465518'], 'posts': ['441330', '441501']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,144101,,,E,Tribeca Green,888-998-2546,2020-04-04T08:08:08Z,,GPS,40.71695,-74.014948,New York,,,NY,325 North End Ave,10282,US,,,,,,,,,,,['J1772'],,,1,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['465581'], 'posts': ['441500']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,144109,,,E,CITYLIGHTS,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.7450109,-73.9574243,Long Island City,QUEENS LANDING; First floor parking garage ,,NY,4-74 48th Ave,11109,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $3 per additional hour, $0.25 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1884441'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,144137,,,E,HWS COLLEGES,888-758-4389,2020-04-04T09:19:44Z,,200-9,42.859752,-76.985564,Geneva,"288 PULTENEY 1
288 PULTENEY 2",,NY,288 Pulteney St,14456,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1889581', '1:1889591'], 'ports': ['1', '2']}"
public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,2020-04-04,,ELEC,Public,144363,,,E,City Lot #21,888-998-2546,2020-04-04T08:08:08Z,,GPS,43.049766,-76.152817,Syracuse,,,NY,141 West Washington Street,13202,US,,,,,,,,,,,['J1772'],,,9,Blink Network,http://www.blinkcharging.com/,,Level 2: $0.59 per kWh,,,,,,,,,,,,,,,,Public,,"{'station': ['466105'], 'posts': ['441348', '441371', '441399', '441432', '441455', '441478', '441494', '441497', '441545']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,144375,,,E,HUDSON PRESERVE,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.73136,-73.72597,Watervliet,BLDG 12 #10,,NY,1002 Beryl Way,12189,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1862741'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,144979,,,E,TRAIL BREAK,888-758-4389,2020-04-04T09:19:44Z,,GPS,43.851345,-73.75766,Schroon Lake,"TRAIL BREAK 1; 1 mile off Exit 28. Turn right onto US Route 9, 1 mile south on right side",,NY,1299 U.S. 9,12870,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1765711'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,144996,,,E,HD OF SI,888-758-4389,2020-04-04T09:19:44Z,,GPS,40.626186,-74.155136,Mariners Harbor,DCFAST HOG; Next to service elevator on side of building ,,NY,1973 Forest Ave,10303,US,,,,,,,,,,,['J1772COMBO'],1,,,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $0.1 per additional hour, $0.2 per kWh",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1869891'], 'ports': ['1']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,144998,,,E,ELECTRIC DOG,888-758-4389,2020-04-04T09:19:44Z,,GPS,42.6074,-73.872826,Delmar,DELMAR VET 1,,NY,910 Delaware Ave,12054,US,,,,,,,,,,,['J1772'],,,2,ChargePoint Network,http://www.chargepoint.com/,,Free,,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1841361'], 'ports': ['1', '2']}"
public,24 hours daily,,,2020-04-04,,ELEC,Public,145086,,,E,RRH,888-758-4389,2020-04-04T09:19:44Z,,200-8,42.960673,-77.139257,Clifton Springs,"CLIFTON LEFT 1; Right side of Emergency Entrance in front of retaining wall 
CLIFTON RIGHT 2; Right side of Emergency Room by retaining wall ",,NY,2 Coulter Rd,14432,US,,,,,,,,,,,['J1772'],,,4,ChargePoint Network,http://www.chargepoint.com/,,"$0.15 per kWh, minimum payment of $0.15",,,,,,,,,,,,,,,,Public,,"{'posts': ['1:1862061', '1:1862071'], 'ports': ['1', '2']}"
